Cliente,Sistema,Localidade,Objetivos de coleta,Natureza da amostra,Ponto de coleta,Ponto de amostragem,Data da coleta,Data de recebimento,Data da análise,Código da amostra,Status da amostra,Parâmetro,Resultado,Fora do padrão,Unidade de medida,Método,Legislação
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ENTRADA NA ETA,09/03/2020 08:25,09/03/2020 15:30,09/03/2020 18:30,20.001624-ME,RECEBIDA NO LABORATÓRIO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ENTRADA NA ETA,09/03/2020 08:25,09/03/2020 15:30,,20.001624-ME,RECEBIDA NO LABORATÓRIO,Cor verdadeira,,NÃO,uH,,
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ENTRADA NA ETA,09/03/2020 08:25,09/03/2020 15:30,09/03/2020 18:30,20.001624-ME,RECEBIDA NO LABORATÓRIO,Escherichia coli,"14,4",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ENTRADA NA ETA,09/03/2020 08:25,09/03/2020 15:30,,20.001624-ME,RECEBIDA NO LABORATÓRIO,pH,,NÃO,,,
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ENTRADA NA ETA,09/03/2020 08:25,09/03/2020 15:30,,20.001624-ME,RECEBIDA NO LABORATÓRIO,Turbidez,,NÃO,uT,,
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,07/04/2020 12:40,07/04/2020 14:30,07/04/2020 15:00,20.003664-ME,RESULTADOS DISPONÍVEIS,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,07/04/2020 12:40,07/04/2020 14:30,07/04/2020 15:00,20.003664-ME,RESULTADOS DISPONÍVEIS,Escherichia coli,727,NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,26/05/2020 07:55,26/05/2020 13:55,26/06/2020 15:00,20.004658-ME,RESULTADOS DISPONÍVEIS,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BME,SAA: BATURITÉ,BATURITÉ,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,26/05/2020 07:55,26/05/2020 13:55,26/05/2020 15:00,20.004658-ME,RESULTADOS DISPONÍVEIS,Escherichia coli,"1553,1",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BME,SAA: BATURITÉ,BATURITÉ,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,16/06/2020 09:24,16/06/2020 14:00,16/06/2020 15:30,20.005668-ME,RECEBIDA NO LABORATÓRIO,Alcalinidade - Bicarbonatos,"27,03",NÃO,mg/L,"2320 B, SMEWW 23RD ED., 2017",
