Cliente,Sistema,Localidade,Objetivos de coleta,Natureza da amostra,Ponto de coleta,Ponto de amostragem,Data da coleta,Data de recebimento,Data da análise,Código da amostra,Status da amostra,Parâmetro,Resultado,Fora do padrão,Unidade de medida,Método,Legislação
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,18/01/2021 08:20,18/01/2021 14:30,18/01/2021 15:30,20.005554-PA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,18/01/2021 08:20,18/01/2021 14:30,18/01/2021 15:30,20.005554-PA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"40,8",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,08/02/2021 08:30,08/02/2021 13:55,08/02/2021 15:15,21.000347-PA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,08/02/2021 08:30,08/02/2021 13:55,08/02/2021 15:15,21.000347-PA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"7,3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,10/03/2021 08:28,10/03/2021 15:31,10/03/2021 16:15,21.001137-PA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,10/03/2021 08:28,10/03/2021 15:31,10/03/2021 16:15,21.001137-PA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,2,NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,22/04/2021 08:30,22/04/2021 13:37,22/04/2021 14:45,21.001479-PA,RESULTADOS DISPONÍVEIS,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BSC,SAA: CATUNDA,CATUNDA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,22/04/2021 08:30,22/04/2021 13:37,22/04/2021 14:45,21.001479-PA,RESULTADOS DISPONÍVEIS,Escherichia coli,"37,3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSC,SAA: CATUNDA,CATUNDA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,24/05/2021 11:15,24/05/2021 14:23,24/05/2021 16:10,21.002216-PA,RESULTADOS DISPONÍVEIS,Alcalinidade - Bicarbonatos,"127,64",NÃO,mg/L,"2320 B, SMEWW 23RD ED., 2017",
UN-BSC,SAA: CATUNDA,CATUNDA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À CAPTAÇÃO,24/05/2021 11:15,24/05/2021 14:23,24/05/2021 16:10,21.002216-PA,RESULTADOS DISPONÍVEIS,Alcalinidade - Carbonatos,"23,93",NÃO,mg/L,"2320 B, SMEWW 23RD ED., 2017",
