Cliente,Sistema,Localidade,Objetivos de coleta,Natureza da amostra,Ponto de coleta,Ponto de amostragem,Data da coleta,Data de recebimento,Data da análise,Código da amostra,Status da amostra,Parâmetro,Resultado,Fora do padrão,Unidade de medida,Método,Legislação
UN-BAJ,SAA: ACOPIARA,ACOPIARA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,08/01/2020 09:00,08/01/2020 10:00,08/01/2020 11:00,20.000250-AJ,RESULTADOS DISPONÍVEIS,Coliformes totais,"2419,6",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,08/01/2020 09:00,08/01/2020 10:00,08/01/2020 11:01,20.000250-AJ,RESULTADOS DISPONÍVEIS,Escherichia coli,"24,3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,19/02/2020 09:00,19/02/2020 09:30,19/02/2020 14:00,20.001150-AJ,RESULTADOS DISPONÍVEIS,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,19/02/2020 09:00,19/02/2020 09:30,19/02/2020 14:10,20.001150-AJ,RESULTADOS DISPONÍVEIS,Escherichia coli,"31,8",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 08:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Alcalinidade - Bicarbonatos,"231,42",NÃO,mg/L,"2320 B, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 08:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Alcalinidade - Carbonatos,"16,24",NÃO,mg/L,"2320 B, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 08:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Alcalinidade - Hidróxidos,AUSENTE,NÃO,mg/L,"2320 B, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 09:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Alumínio Dissolvido,0,NÃO,mg/L,"3500-AL B, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,03/03/2020 14:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Amônia,"1,6",NÃO,mg/L,"4500-NH3 D, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 10:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Cálcio,"17,95",NÃO,mg/L,"3500-CA B, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 14:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Cloreto,"153,49",NÃO,mg/L,"4500-CL- B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,03/03/2020 18:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 09:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,10,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 09:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Dureza total,"171,36",NÃO,mg/L,"2340 C, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,03/03/2020 18:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"410,6",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 10:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Magnésio,"30,36",NÃO,mg/L,"3500-MG B, SMEWW 23RD ED., 2017",
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 13:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Nitrato,"0,74",NÃO,mg/L,"4500-NO3- E, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,04/03/2020 08:30,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Nitrito,"0,01",NÃO,mg/L,"4500-NO2- B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,03/03/2020 13:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,pH,"8,25",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,06/03/2020 08:30,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Sulfato,"<10,00",NÃO,mg/L,"4500-SO42- E, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,03/03/2020 10:00,03/03/2020 13:00,20.001941-AJ,RELATÓRIO DE ENSAIO CONCLUÍDO,Turbidez,"20,5",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,06/03/2020 13:23,,20.006769-LC,RECEBIDA NO LABORATÓRIO,Cloro residual total,,NÃO,mg/L,,
UN-BAJ,SAA: ACOPIARA,ACOPIARA,SEMESTRAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-03,PRÓXIMO À CAPTAÇÃO,03/03/2020 09:00,06/03/2020 13:23,07/03/2020 14:00,20.006769-LC,RECEBIDA NO LABORATÓRIO,Condutividade,"996,7",NÃO,uS/cm,"2510 B, SMEWW 23RD ED., 2017",
