Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2223830-A/2223830/UN-BSC,UN-BSC,Água Bruta,Semestral,Direto do poço,Poço Tubular,PORANGA,320808,"Rua Bernardino Gomes, S/N - Betânia PT 05",UNBPA-PORANGA,UN-BPA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",3062,0,"3,09","3,09",10000000,02/09/2019,02/09/2019,0
N?  2223830-A/2223830/UN-BSC,UN-BSC,Água Bruta,Semestral,Direto do poço,Poço Tubular,PORANGA,320808,"Rua Bernardino Gomes, S/N - Betânia PT 05",UNBPA-PORANGA,UN-BPA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",3062,0,0,Ausente,10000000,02/09/2019,02/09/2019,0
N?  2223830-A/2223830/UN-BSC,UN-BSC,Água Bruta,Semestral,Direto do poço,Poço Tubular,PORANGA,320808,"Rua Bernardino Gomes, S/N - Betânia PT 05",UNBPA-PORANGA,UN-BPA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 23rd Ed., 2017",3062,0,0,Ausente,10000000,02/09/2019,02/09/2019,0
N?  2223830-A/2223830/UN-BSC,UN-BSC,Água Bruta,Semestral,Direto do poço,Poço Tubular,PORANGA,320808,"Rua Bernardino Gomes, S/N - Betânia PT 05",UNBPA-PORANGA,UN-BPA,Alumínio,"3500-Al B, SMEWW 22nd Ed., 2012",3062,0,"0,08","0,08",10000000,02/09/2019,02/09/2019,0
N?  2223830-A/2223830/UN-BSC,UN-BSC,Água Bruta,Semestral,Direto do poço,Poço Tubular,PORANGA,320808,"Rua Bernardino Gomes, S/N - Betânia PT 05",UNBPA-PORANGA,UN-BPA,Cálcio,"3500-Ca B, SMEWW 23rd Ed., 2017",3062,0,"1,65","1,65",10000000,02/09/2019,02/09/2019,0
N?  2223830-A/2223830/UN-BSC,UN-BSC,Água Bruta,Semestral,Direto do poço,Poço Tubular,PORANGA,320808,"Rua Bernardino Gomes, S/N - Betânia PT 05",UNBPA-PORANGA,UN-BPA,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3062,0,"37,38","37,38",250,02/09/2019,02/09/2019,0
N?  2227944-A/2227944/UN-BSC,UN-BSC,Água Bruta,Completa,Torneira da pia,Poço Tubular,CRATEÚS,290362,"R. Joelson Barros, S/N, UPA",UNBPA-CRATEUS,Sociedade Beneficente São Camilo,Cloreto,"4500-Cl F, SMEWW 23rd Ed., 2017",3080,0,"279,34","279,34",250,13/09/2019,13/09/2019,1
N?  2224411-A/2224411/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Saída do reservatório,"Açude Carnaubal, Barragem do Batalhão",CRATEÚS,75801,Rua Humberto de Campos Nº 1542,UNBPA-CRATEUS,UN-BPA,Cloro residual livre DPD,"4500-Cl G, SMEWW 23rd Ed., 2017",277,0,5,5,8,03/09/2019,03/09/2019,0
N?  2224436-A/2224436/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Torneira de água tratada do laboratório,"Açude Carnaubal, Barragem do Batalhão",CRATEÚS,75781,Rua Humberto de Campos Nº 1542,UNBPA-CRATEUS,UN-BPA,Cloro residual livre DPD,"4500-Cl G, SMEWW 23rd Ed., 2017",278,0,5,5,8,05/09/2019,05/09/2019,0
N?  2224381-A/2224381/UN-BSC,UN-BSC,Água Tratada Saída Sistema,IQAP,Saída do reservatório,"Açude Carnaubal, Barragem do Batalhão",CRATEÚS,75801,Rua Humberto de Campos Nº 1542,UNBPA-CRATEUS,UN-BPA,Cloro residual livre DPD,"4500-Cl G, SMEWW 23rd Ed., 2017",279,0,3,3,8,10/09/2019,10/09/2019,0
