Cliente,Sistema,Localidade,Objetivos de coleta,Natureza da amostra,Ponto de coleta,Ponto de amostragem,Data da coleta,Data de recebimento,Data da análise,Código da amostra,Status da amostra,Parâmetro,Resultado,Fora do padrão,Unidade de medida,Método,Legislação
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,05/11/2019 07:05,05/11/2019 16:30,06/11/2019 09:00,19.000164-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,05/11/2019 07:05,05/11/2019 16:30,06/11/2019 09:00,19.000164-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,20,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,05/11/2019 07:05,05/11/2019 16:30,06/11/2019 09:00,19.000164-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"8,5",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,05/11/2019 07:05,05/11/2019 16:30,06/11/2019 09:00,19.000164-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,pH,"7,78",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,05/11/2019 07:05,05/11/2019 16:30,06/11/2019 09:00,19.000164-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,Turbidez,"19,95",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,03/12/2019 06:00,03/12/2019 16:30,04/12/2019 09:40,19.002279-SA,RECEBIDA NO LABORATÓRIO,Coliformes totais,27230,NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,03/12/2019 06:00,03/12/2019 16:30,,19.002279-SA,RECEBIDA NO LABORATÓRIO,Cor verdadeira,,NÃO,uH,,
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,03/12/2019 06:00,03/12/2019 16:30,04/12/2019 09:40,19.002279-SA,RECEBIDA NO LABORATÓRIO,Escherichia coli,"4,1",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,03/12/2019 06:00,03/12/2019 16:30,03/12/2019 00:00,19.002279-SA,RECEBIDA NO LABORATÓRIO,pH,"8,26",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: ALTANEIRA,ALTANEIRA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,TORNEIRA DE ÁGUA BRUTA DA ETA,03/12/2019 06:00,03/12/2019 16:30,04/12/2019 11:00,19.002279-SA,RECEBIDA NO LABORATÓRIO,Turbidez,"10,85",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: AMANIUTUBA,AMANIUTUBA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,DIRETO DO MANANCIAL,04/11/2019 08:10,04/11/2019 16:30,05/11/2019 10:00,19.000279-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,"1203,3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BSA,SAA: AMANIUTUBA,AMANIUTUBA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,DIRETO DO MANANCIAL,04/11/2019 08:10,04/11/2019 16:30,05/11/2019 09:00,19.000279-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,15,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BSA,SAA: AMANIUTUBA,AMANIUTUBA,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,DIRETO DO MANANCIAL,04/11/2019 08:10,04/11/2019 16:30,05/11/2019 10:00,19.000279-SA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"39,3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
