Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2214113-A/2214113/UN-MPA,UN-MPA,Água Bruta Classe 2,Completa,Captação,Açude Gavião,PACATUBA,125801,ETA GAVIÃO - ÁGUA BRUTA,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",100,0,"67,5444","67,54",1000000,06/08/2019,06/08/2019,0
N?  2205587-A/2205587/UN-MPA,UN-MPA,Água Bruta Classe 2,Completa,Captação de água bruta,Açude Gavião,PACATUBA,125801,ETA GAVIÃO,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",100,0,"54,1566","54,16",1000000,03/07/2019,03/07/2019,0
N?  2186376-A/2186376/UN-MPA,UN-MPA,Água Bruta Classe 2,Completa,Captação de água bruta,Açude Gavião,PACATUBA,125801,ETA GAVIÃO - ÁGUA BRUTA,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",100,0,"59,0688","59,07",1000000,07/05/2019,07/05/2019,0
N?  2196344-A/2196344/UN-MPA,UN-MPA,Água Bruta Classe 2,Completa,Captação de água bruta,Açude Gavião,PACATUBA,125801,ETA GAVIÃO - ÁGUA BRUTA,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",100,0,"81,136","81,14",1000000,04/06/2019,04/06/2019,0
N?  2205589-A/2205589/UN-MPA,UN-MPA,Água Tratada Saída Sistema,Completa,Torneira de água tratada do laboratório,Açude Gavião,PACATUBA,125821,ETA GAVIÃO,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",101,0,"40,116","40,12",1000000,03/07/2019,03/07/2019,0
N?  2186378-A/2186378/UN-MPA,UN-MPA,Água Tratada Saída Sistema,Completa,Torneira de água tratada do laboratório,Açude Gavião,PACATUBA,125821,ETA GAVIÃO - ÁGUA TRATADA,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",101,0,"37,9728","37,97",1000000,07/05/2019,07/05/2019,0
N?  2214134-A/2214134/UN-MPA,UN-MPA,Água Tratada Saída Sistema,Completa,Torneira de água tratada do laboratório,Açude Gavião,PACATUBA,125821,ETA GAVIÃO - ÁGUA TRATADA,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",101,0,"55,2636","55,26",1000000,06/08/2019,06/08/2019,0
N?  2196347-A/2196347/UN-MPA,UN-MPA,Água Tratada Saída Sistema,Completa,Torneira de água tratada do laboratório,Açude Gavião,PACATUBA,125821,ETA GAVIÃO - ÁGUA TRATADA,GAVIÃO,UN-MPA - PACATUBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",101,0,"52,7384","52,74",1000000,04/06/2019,04/06/2019,0
N?  2196349-A/2196349/UN-MPA,UN-MPA,Água Bruta Classe 2,Completa,Captação de água bruta da ETA Oeste,Açude Gavião,CAUCAIA,184101,ETA OESTE - ÁGUA BRUTA,ETA OESTE,UN-MPA - ETA OESTE,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",102,0,"70,994","70,99",1000000,04/06/2019,04/06/2019,0
N?  2186380-A/2186380/UN-MPA,UN-MPA,Água Bruta Classe 2,Completa,Captação de água bruta da ETA Oeste,Açude Gavião,CAUCAIA,184101,ETA OESTE - ÁGUA BRUTA,ETA OESTE,UN-MPA - ETA OESTE,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",102,0,"63,288","63,29",1000000,07/05/2019,07/05/2019,0
N?  2214136-A/2214136/UN-MPA,UN-MPA,Água Bruta Classe 2,Completa,Captação de água bruta da ETA Oeste,Açude Gavião,CAUCAIA,184101,ETA OESTE - ÁGUA BRUTA,ETA OESTE,UN-MPA - ETA OESTE,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",102,0,"69,5912","69,59",1000000,06/08/2019,06/08/2019,0
