Cliente,Sistema,Localidade,Objetivos de coleta,Natureza da amostra,Ponto de coleta,Ponto de amostragem,Data da coleta,Data de recebimento,Data da análise,Código da amostra,Status da amostra,Parâmetro,Resultado,Fora do padrão,Unidade de medida,Método,Legislação
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,11/01/2021 08:40,11/01/2021 14:50,11/01/2021 15:00,20.009036-BJ,RESULTADOS DISPONÍVEIS,Coliformes totais,"13,4",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,11/01/2021 08:40,11/01/2021 14:50,12/01/2021 10:00,20.009036-BJ,RESULTADOS DISPONÍVEIS,Cor verdadeira,50,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,11/01/2021 08:40,11/01/2021 14:50,11/01/2021 15:00,20.009036-BJ,RESULTADOS DISPONÍVEIS,Escherichia coli,<1,NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,11/01/2021 08:40,11/01/2021 14:50,11/01/2021 15:51,20.009036-BJ,RESULTADOS DISPONÍVEIS,pH,"7,97",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,11/01/2021 08:40,11/01/2021 14:50,12/01/2021 09:00,20.009036-BJ,RESULTADOS DISPONÍVEIS,Turbidez,"12,4",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,01/02/2021 09:20,01/02/2021 14:20,01/02/2021 14:30,21.000104-BJ,RESULTADOS DISPONÍVEIS,Coliformes totais,">2,4193E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,01/02/2021 09:20,01/02/2021 14:20,02/02/2021 15:00,21.000104-BJ,RESULTADOS DISPONÍVEIS,Cor verdadeira,125,SIM,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,01/02/2021 09:20,01/02/2021 14:20,01/02/2021 14:30,21.000104-BJ,RESULTADOS DISPONÍVEIS,Escherichia coli,"6,3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,01/02/2021 09:20,01/02/2021 14:20,01/02/2021 17:00,21.000104-BJ,RESULTADOS DISPONÍVEIS,pH,"6,58",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,01/02/2021 09:20,01/02/2021 14:20,02/02/2021 10:00,21.000104-BJ,RESULTADOS DISPONÍVEIS,Turbidez,12,NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,17/03/2021 08:45,17/03/2021 14:40,17/03/2021 15:30,21.000985-BJ,RESULTADOS DISPONÍVEIS,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,17/03/2021 08:45,17/03/2021 14:40,18/03/2021 16:00,21.000985-BJ,RESULTADOS DISPONÍVEIS,Cor verdadeira,50,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,17/03/2021 08:45,17/03/2021 14:40,17/03/2021 15:30,21.000985-BJ,RESULTADOS DISPONÍVEIS,Escherichia coli,1,NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBJ,SAA: ALTO SANTO,ALTO SANTO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,CAPTAÇÃO,17/03/2021 08:45,17/03/2021 14:40,17/03/2021 16:30,21.000985-BJ,RESULTADOS DISPONÍVEIS,pH,"8,53",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
