Cliente,Sistema,Localidade,Objetivos de coleta,Natureza da amostra,Ponto de coleta,Ponto de amostragem,Data da coleta,Data de recebimento,Data da análise,Código da amostra,Status da amostra,Parâmetro,Resultado,Fora do padrão,Unidade de medida,Método,Legislação
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,PRÓXIMO À MARGEM,07/10/2019 08:00,07/10/2019 16:45,09/10/2019 10:00,19.000016-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,"1986,3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,PRÓXIMO À MARGEM,07/10/2019 08:00,07/10/2019 16:45,08/10/2019 14:30,19.000016-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,40,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,PRÓXIMO À MARGEM,07/10/2019 08:00,07/10/2019 16:45,09/10/2019 10:00,19.000016-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,1,NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,PRÓXIMO À MARGEM,07/10/2019 08:00,07/10/2019 16:45,08/10/2019 14:30,19.000016-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,pH,"7,31",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,PRÓXIMO À MARGEM,07/10/2019 08:00,07/10/2019 16:45,08/10/2019 14:00,19.000016-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Turbidez,"9,43",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,04/11/2019 06:30,04/11/2019 15:20,05/11/2019 10:00,19.001043-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,04/11/2019 06:30,04/11/2019 15:20,05/11/2019 10:40,19.001043-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,25,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,04/11/2019 06:30,04/11/2019 15:20,05/11/2019 10:00,19.001043-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"26,2",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,04/11/2019 06:30,04/11/2019 15:20,05/11/2019 09:10,19.001043-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,pH,8,NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,04/11/2019 06:30,04/11/2019 15:20,05/11/2019 07:15,19.001043-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Turbidez,"18,8",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,02/12/2019 08:10,02/12/2019 18:50,04/12/2019 09:20,19.002082-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,02/12/2019 08:10,02/12/2019 18:50,03/12/2019 15:25,19.002082-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,25,NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,02/12/2019 08:10,02/12/2019 18:50,04/12/2019 09:20,19.002082-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"24,9",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,02/12/2019 08:10,02/12/2019 18:50,03/12/2019 10:50,19.002082-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,pH,"8,32",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CAPISTRANO,CAPISTRANO,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,DIRETO DO MANANCIAL,02/12/2019 08:10,02/12/2019 18:50,03/12/2019 07:45,19.002082-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Turbidez,"24,8",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BBA,SAA: CARIDADE,CARIDADE,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-01,PRÓXIMO À MARGEM,07/10/2019 07:10,07/10/2019 16:45,09/10/2019 10:00,19.000037-BA,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
