Cliente,Sistema,Localidade,Objetivos de coleta,Natureza da amostra,Ponto de coleta,Ponto de amostragem,Data da coleta,Data de recebimento,Data da análise,Código da amostra,Status da amostra,Parâmetro,Resultado,Fora do padrão,Unidade de medida,Método,Legislação
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,02/10/2019 07:10,02/10/2019 16:30,03/10/2019 16:50,19.000001-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,"2419,6",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,02/10/2019 07:10,02/10/2019 16:30,03/10/2019 16:51,19.000001-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,"17,5",NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,02/10/2019 07:10,02/10/2019 16:30,03/10/2019 16:51,19.000001-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,186,NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,02/10/2019 07:10,02/10/2019 16:30,03/10/2019 09:00,19.000001-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,pH,"7,28",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,02/10/2019 07:10,02/10/2019 16:30,03/10/2019 09:00,19.000001-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Turbidez,"1,97",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,04/11/2019 06:50,04/11/2019 16:00,04/11/2019 17:00,19.001015-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Coliformes totais,">2,4196E3",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,04/11/2019 06:50,04/11/2019 16:00,05/11/2019 11:00,19.001015-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Cor verdadeira,"17,5",NÃO,uH,"2120 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,04/11/2019 06:50,04/11/2019 16:00,04/11/2019 16:30,19.001015-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Escherichia coli,"307,6",NÃO,NMP/100 mL,"9223, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,04/11/2019 06:50,04/11/2019 16:00,05/11/2019 10:30,19.001015-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,pH,"7,45",NÃO,,"4500-H+ B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
UN-BCL,SAA: APUIARÉS,APUIARÉS,MENSAL (MANANCIAL SUPERFICIAL),MANANCIAL SUPERFICIAL,Captação superficial: CAPTAÇÃO SUPERFICIAL CS-02,CAPTAÇÃO,04/11/2019 06:50,04/11/2019 16:00,05/11/2019 10:30,19.001015-CL,RELATÓRIO DE ENSAIO CONCLUÍDO,Turbidez,"1,28",NÃO,uT,"1030 B-2 E 2130 B, SMEWW 23RD ED., 2017",RESOLUÇÃO CONAMA Nº357/05
